# New slice
23 37
22 37
21 38
20 37
19 36
19 35
18 34
18 34
18 34
17 35
16 34
16 35
16 35
15 34
14 35
13 34
12 35
11 36
10 35
9 34
# New slice
26 48
25 47
24 46
24 46
23 45
22 44
22 44
22 44
22 43
21 42
20 41
19 40
18 39
17 38
16 37
15 36
14 36
13 35
12 35
11 34
# New slice
3 44
2 44
1 43
2 42
2 42
1 41
1 41
2 40
1 39
0 38
1 38
0 37
1 37
1 36
0 35
1 35
0 34
0 33
1 33
0 32
# New slice
46 44
45 44
44 43
43 42
42 41
41 40
40 39
39 40
38 39
38 39
37 40
36 39
35 40
34 40
33 39
32 40
31 39
30 40
29 39
28 40
# New slice
9 34
8 34
7 33
6 32
5 31
4 30
3 31
2 30
1 31
0 30
1 30
0 30
1 30
0 30
1 30
0 31
1 31
0 30
0 31
1 31
# New slice
25 3
24 4
23 5
22 6
21 7
20 8
19 9
18 10
17 11
17 11
16 12
15 13
14 14
13 15
12 16
11 17
10 18
9 18
9 19
9 20
# New slice
18 26
17 27
16 28
15 28
15 29
15 29
14 30
13 31
13 31
12 32
12 33
11 34
11 35
10 34
9 33
8 32
7 32
7 31
6 31
5 30
# New slice
44 49
43 48
43 47
42 46
41 45
40 44
39 43
38 42
37 41
36 40
35 39
35 39
34 40
33 39
32 40
31 39
30 40
29 39
28 40
28 40
# New slice
24 46
23 46
22 45
21 44
21 44
20 43
19 42
19 41
18 40
17 39
16 38
15 37
14 36
14 35
13 34
12 34
11 35
10 34
9 34
8 33
# New slice
39 36
38 37
37 38
37 39
36 40
35 39
35 40
34 39
33 40
32 39
31 40
30 40
29 39
28 40
28 39
27 40
26 39
25 40
24 39
23 40
# New slice
28 15
28 16
27 17
26 18
25 19
25 20
25 21
25 21
24 22
23 23
22 24
21 25
21 25
21 26
20 27
19 28
18 28
17 29
17 29
16 30
# New slice
40 31
39 32
38 33
37 33
36 34
35 35
34 36
33 37
32 37
32 37
31 38
30 39
29 39
28 40
27 40
26 39
25 40
24 39
23 40
22 39
# New slice
2 4
1 4
2 4
2 4
1 5
1 5
1 5
2 5
1 6
2 7
1 8
2 9
1 9
2 10
2 11
1 11
2 12
2 12
1 13
1 13
# New slice
5 43
4 42
3 41
2 41
1 40
0 39
1 39
0 38
1 38
0 37
0 36
1 36
0 35
1 35
1 34
0 33
1 33
0 32
1 32
1 32
# New slice
17 9
17 10
17 10
17 11
16 12
15 13
15 14
14 15
13 16
12 17
12 17
11 18
10 18
9 19
9 20
8 21
7 22
7 22
6 23
5 23
# New slice
29 12
28 12
27 11
26 12
25 13
24 14
23 15
22 16
21 17
20 18
19 19
18 20
18 19
17 20
16 19
15 20
15 19
14 20
13 21
12 22
# New slice
11 42
10 41
9 41
8 40
7 39
6 38
5 37
4 36
3 35
3 35
2 34
2 34
1 33
0 32
1 32
0 31
1 31
0 30
1 30
0 30
# New slice
15 0
15 1
16 2
16 3
17 4
16 5
15 6
14 7
13 7
12 8
11 9
11 9
10 9
9 10
9 10
8 11
7 12
6 12
5 13
4 14
# New slice
19 3
20 4
19 5
18 6
17 7
17 7
16 7
15 8
14 9
13 10
12 11
12 12
11 12
11 12
10 13
9 14
9 14
8 15
7 16
6 17
# New slice
9 36
8 36
7 35
6 34
5 33
4 32
3 31
3 30
2 29
1 29
2 29
1 30
0 30
1 30
0 30
0 31
1 31
1 31
0 30
0 29
# New slice
16 27
15 28
14 28
13 29
12 30
11 31
11 31
11 31
10 32
10 32
9 33
8 34
7 33
6 32
5 31
4 30
3 31
2 30
1 31
0 30
# New slice
46 6
45 5
45 5
45 5
44 4
43 5
42 4
41 5
40 5
39 5
39 5
40 5
39 6
39 5
40 5
39 5
40 5
40 5
40 5
39 5
# New slice
33 4
33 5
32 6
31 7
30 7
29 6
28 5
27 6
27 5
27 6
27 6
27 6
26 5
25 6
24 7
23 8
22 9
21 10
20 11
20 11
# New slice
20 29
20 29
19 29
18 30
17 30
16 31
15 31
14 32
14 33
13 33
13 34
12 35
11 34
10 35
9 34
8 33
7 32
7 32
7 32
6 31
# New slice
7 0
8 0
8 1
7 2
6 3
5 4
4 5
3 6
2 7
1 8
2 8
1 9
1 9
2 10
1 11
2 12
1 13
2 14
1 14
2 15
# New slice
16 5
15 6
14 7
14 7
13 8
12 9
11 10
11 11
11 11
10 12
9 13
8 13
8 14
7 15
6 16
5 17
4 17
3 18
2 19
3 20
# New slice
16 30
15 30
14 31
13 32
12 33
12 33
11 34
10 35
9 35
8 34
7 33
6 32
6 32
5 31
4 30
3 31
2 30
1 31
1 32
0 31
# New slice
22 31
21 32
20 33
19 34
18 35
17 34
16 35
15 34
14 35
14 35
13 35
12 34
11 35
10 34
9 33
8 32
7 32
6 31
5 30
4 31
# New slice
41 45
40 44
40 43
39 42
39 41
38 40
37 39
36 40
35 40
34 39
34 40
33 39
32 40
31 39
30 40
30 39
29 40
28 39
27 40
27 40
# New slice
30 5
29 6
28 5
27 5
26 6
26 6
26 6
25 7
24 8
24 9
24 9
24 9
23 9
22 9
22 9
21 9
20 10
19 11
18 12
17 13
# New slice
6 11
5 12
4 13
3 14
3 14
2 15
3 15
2 15
3 16
3 16
2 17
3 18
2 19
2 19
2 19
2 19
1 20
2 21
3 21
3 21
# New slice
44 8
43 7
42 6
41 5
40 5
40 5
40 5
39 5
40 5
39 5
40 5
40 6
39 5
40 5
39 5
40 5
41 5
40 5
40 4
39 5
# New slice
21 3
22 4
22 4
23 4
24 5
23 6
22 7
21 8
21 8
20 9
19 10
18 11
17 12
17 12
16 13
15 14
14 15
13 16
13 16
12 17
# New slice
35 19
34 20
33 20
33 20
32 21
31 22
30 23
29 24
28 25
27 25
26 26
25 27
24 28
23 28
22 29
22 30
21 31
20 32
19 33
19 34
# New slice
41 35
40 35
39 36
38 37
37 38
36 39
35 40
34 40
33 40
32 39
31 40
30 39
30 40
30 40
30 39
29 40
28 39
27 40
26 40
25 39
# New slice
26 3
25 4
25 5
24 6
23 7
23 7
22 8
21 8
20 9
19 10
18 11
17 12
16 13
15 14
14 15
13 16
13 16
12 17
11 18
10 19
# New slice
32 31
31 32
30 33
29 34
28 35
27 36
26 37
25 38
25 38
24 39
23 40
22 39
21 38
20 37
19 36
19 35
18 34
17 35
17 35
16 34
# New slice
8 37
8 36
7 35
6 35
5 34
4 34
3 33
2 32
1 31
1 30
1 30
0 30
0 31
1 31
0 30
1 30
0 30
1 30
0 30
1 30
# New slice
1 44
0 43
1 43
2 42
1 41
2 40
2 39
1 38
0 38
1 38
0 37
1 37
0 36
1 36
0 35
1 35
0 34
1 34
1 34
0 33
# New slice
33 27
32 28
31 29
30 30
29 31
28 32
27 32
26 33
25 34
25 35
24 36
23 37
22 37
21 38
21 38
21 37
20 38
20 37
19 36
18 36
# New slice
33 32
32 33
31 34
30 35
29 35
29 35
28 36
28 37
27 38
26 39
25 38
24 39
23 40
22 39
21 38
20 37
19 36
18 35
17 34
17 35
# New slice
29 0
28 0
28 1
27 2
27 2
26 3
25 4
24 5
23 6
22 7
21 8
20 9
19 10
18 10
17 11
16 12
15 13
14 14
13 15
12 16
# New slice
11 48
10 47
9 46
8 45
7 44
6 43
5 42
4 41
3 40
3 39
3 38
2 37
2 37
1 36
0 35
1 35
0 34
1 34
0 33
1 33
# New slice
0 32
1 32
1 32
0 31
0 32
1 32
1 32
0 31
0 31
1 31
1 30
0 30
1 30
2 30
2 31
1 31
0 30
1 30
1 29
0 30
# New slice
13 10
12 11
12 11
11 12
10 13
9 14
9 14
8 15
7 16
6 17
5 18
4 18
3 19
2 20
1 21
2 22
2 23
1 24
0 25
1 25
# New slice
11 49
11 48
10 47
9 46
9 46
8 45
7 44
6 43
5 42
5 42
4 42
4 42
3 41
3 41
2 40
1 39
0 38
0 39
0 40
1 40
# New slice
44 22
43 23
42 24
41 25
40 26
39 27
39 27
38 27
38 28
37 29
36 30
35 31
34 32
33 32
32 33
31 34
30 35
29 36
28 37
27 38
# New slice
2 5
2 5
1 5
2 6
1 7
2 7
1 7
2 8
1 9
2 10
1 11
2 12
2 12
1 13
1 13
2 14
1 15
2 16
3 17
2 18
# New slice
7 3
6 4
5 5
4 6
3 7
2 8
2 8
1 9
2 10
1 11
1 11
2 11
1 12
2 13
2 13
1 14
2 15
3 16
2 17
3 18
# New slice
13 30
12 31
12 32
11 33
10 34
9 33
8 32
8 32
7 31
6 30
5 31
4 30
3 31
2 30
1 30
1 29
0 30
1 30
1 31
0 30
# New slice
15 15
14 16
13 17
12 18
11 19
10 19
10 19
9 20
8 20
8 21
7 22
6 22
5 22
4 23
3 23
2 23
1 23
0 24
1 24
1 25
# New slice
35 3
36 4
37 5
38 4
38 5
38 4
39 5
40 5
39 5
39 5
40 5
40 6
39 5
40 5
39 5
40 5
39 5
40 5
39 5
40 5
# New slice
25 28
24 29
24 30
23 31
22 32
21 33
20 34
20 35
19 36
18 35
17 34
16 35
15 34
14 35
13 34
12 34
11 35
11 34
11 33
10 34
# New slice
4 39
3 38
2 37
1 36
0 35
1 35
0 34
1 34
0 33
0 33
1 33
0 32
0 33
1 33
0 32
1 32
1 32
1 31
1 31
0 30
# New slice
2 17
3 17
2 18
1 19
1 20
2 21
2 22
1 23
0 24
1 24
0 24
1 24
1 25
1 26
0 27
1 27
1 28
0 29
1 29
0 30
# New slice
43 10
42 9
41 8
40 7
40 7
39 6
38 6
39 5
40 5
39 5
40 5
39 5
40 5
40 6
39 5
39 5
40 5
39 5
40 5
39 5
# New slice
36 15
35 16
34 17
33 18
33 19
32 19
31 20
30 21
29 22
28 23
27 24
27 25
26 26
25 26
24 27
23 28
23 29
23 30
22 31
21 32
# New slice
40 25
39 26
38 27
37 28
36 29
35 30
34 31
33 32
32 33
32 33
31 33
30 33
30 34
29 35
28 36
27 36
26 37
26 37
25 38
25 39
# New slice
21 32
20 33
19 33
18 34
17 35
16 34
15 35
14 34
14 34
13 35
12 35
11 34
10 35
9 34
8 34
7 33
6 32
6 31
5 30
4 31
# New slice
10 24
9 25
8 26
7 26
7 27
7 27
6 28
5 29
4 30
3 31
2 30
1 31
0 30
1 30
1 29
0 30
0 29
1 29
0 30
0 30
# New slice
39 6
40 6
39 5
40 5
39 5
40 5
39 5
40 5
39 5
40 5
40 4
39 4
39 5
40 5
39 5
38 5
39 5
39 4
39 5
40 5
# New slice
5 20
4 20
3 21
