# New slice
44 31
44 31
43 32
42 33
41 34
41 35
40 36
39 37
38 38
37 39
36 40
35 41
34 41
34 42
33 43
32 44
32 44
31 45
30 44
30 45
# New slice
17 40
16 41
16 42
15 41
15 41
14 42
13 41
12 41
12 42
11 41
10 42
9 43
9 43
8 44
8 44
7 44
7 44
6 45
6 45
5 44
# New slice
9 29
9 30
8 31
8 32
8 32
7 33
6 34
5 35
4 36
3 37
4 38
5 39
4 40
5 41
4 42
5 43
4 44
4 43
5 44
4 44
# New slice
28 49
28 48
29 48
30 47
29 46
29 45
29 44
30 44
30 44
30 45
29 44
30 44
29 45
28 45
29 44
30 45
29 44
29 45
30 44
30 45
# New slice
46 46
45 45
44 44
43 44
42 44
41 45
40 44
39 45
38 44
37 45
36 44
36 45
35 44
34 44
33 45
32 45
31 44
30 44
29 45
30 44
# New slice
34 23
33 22
32 21
31 20
31 20
30 19
29 20
28 20
27 19
26 20
26 19
25 20
24 19
24 20
24 19
23 20
22 19
21 18
21 17
20 16
# New slice
22 16
21 17
20 16
19 15
19 14
19 15
18 14
18 14
17 15
16 14
15 15
15 14
14 14
15 15
14 15
15 14
14 15
15 14
14 14
15 15
# New slice
5 36
5 37
4 38
5 39
4 40
5 41
5 42
4 43
5 44
6 44
5 44
4 44
5 43
4 44
4 44
4 44
4 43
4 43
5 44
4 44
# New slice
46 38
45 39
44 39
44 39
44 39
43 40
42 41
41 42
40 43
39 43
38 44
37 45
36 44
35 45
35 44
34 45
33 44
33 45
32 44
31 45
# New slice
20 39
21 39
22 40
22 41
23 42
24 43
25 44
26 45
27 44
28 44
28 45
29 44
30 44
30 45
29 44
30 44
29 45
30 45
30 45
29 44
# New slice
38 47
37 46
36 45
35 44
34 45
33 44
32 44
31 45
31 44
30 44
29 45
30 44
30 44
29 45
30 44
30 44
29 44
30 43
29 44
30 44
# New slice
28 4
27 5
27 6
26 7
25 8
24 9
23 10
22 11
21 12
20 13
20 14
19 15
19 15
18 14
17 15
16 14
16 15
15 14
15 15
14 15
# New slice
9 26
10 25
11 24
12 23
13 22
13 21
14 20
15 19
14 18
14 17
15 16
15 16
14 15
15 14
14 15
15 14
14 15
15 14
14 15
15 14
# New slice
19 11
18 12
17 13
16 13
15 14
14 15
15 14
14 15
15 14
14 15
15 14
14 15
15 15
14 15
15 14
14 15
15 14
14 15
14 14
15 15
# New slice
38 8
37 9
36 10
35 11
34 11
33 12
32 13
31 14
30 15
30 16
30 17
29 18
28 19
28 20
27 19
26 20
25 19
24 20
23 20
23 19
# New slice
10 25
11 24
12 23
13 22
14 21
15 20
14 19
14 18
15 17
14 17
15 16
14 15
15 14
14 14
15 15
14 15
15 14
14 15
14 14
15 15
# New slice
37 22
36 22
35 21
35 20
35 19
34 18
33 19
32 19
31 20
31 19
32 20
31 19
30 20
30 20
29 21
28 20
27 20
26 19
25 20
24 19
# New slice
27 3
26 3
26 4
26 4
25 5
24 6
23 7
22 7
21 8
20 8
19 9
18 10
17 11
17 12
17 13
16 14
15 14
15 14
14 15
15 14
# New slice
42 0
42 0
42 1
41 2
40 2
39 3
38 4
37 5
36 6
35 7
34 7
33 8
32 8
31 9
30 10
29 11
28 11
27 12
26 13
25 14
# New slice
0 31
0 32
1 32
2 32
1 33
0 34
1 34
0 35
0 34
1 34
0 35
1 35
1 35
1 35
0 36
0 36
1 36
2 37
3 38
4 39
# New slice
24 24
23 23
23 23
22 22
21 21
20 20
20 19
19 18
18 17
18 17
17 16
16 15
15 14
14 14
13 15
12 14
11 13
10 12
9 11
9 10
# New slice
18 48
17 47
16 46
15 45
14 44
13 43
12 42
11 41
10 42
9 43
9 43
8 44
7 45
6 44
5 44
4 44
5 44
4 44
5 44
4 44
# New slice
1 40
1 41
2 42
3 43
4 44
4 45
5 44
4 44
4 45
5 44
4 44
5 44
5 45
5 44
4 44
5 44
5 44
4 44
5 44
4 44
# New slice
32 42
31 43
31 43
30 43
29 44
30 44
29 45
30 44
30 45
29 44
30 44
29 45
30 44
30 45
29 44
30 44
30 44
30 45
29 44
30 44
# New slice
17 7
16 8
15 9
14 10
13 11
12 12
12 13
11 14
10 13
9 13
8 12
7 11
6 10
5 9
4 10
5 10
5 9
4 10
5 11
4 10
# New slice
0 28
1 28
0 29
1 29
0 30
1 30
2 30
1 31
0 32
1 32
0 33
0 34
1 34
0 35
1 35
0 36
1 36
2 37
3 38
3 38
# New slice
34 7
34 7
33 8
32 9
31 10
30 11
29 12
28 13
27 14
27 15
26 16
25 17
25 18
24 19
23 20
23 19
23 19
22 18
21 17
20 16
# New slice
48 0
48 1
47 2
46 3
45 4
45 4
44 5
43 6
42 7
42 8
41 9
40 9
39 10
39 11
39 11
38 12
37 13
36 14
35 15
35 15
# New slice
34 1
33 2
32 3
31 4
31 4
30 5
29 6
28 6
27 7
26 8
26 8
25 8
24 9
23 10
22 11
21 12
21 12
21 12
21 12
20 13
# New slice
24 24
23 23
22 22
22 22
22 21
21 20
20 19
19 18
18 17
17 16
17 16
16 16
15 16
14 15
15 14
14 15
15 14
14 14
14 15
15 14
# New slice
0 34
1 34
0 35
0 34
1 34
0 35
1 35
0 36
0 35
1 35
0 36
1 36
2 37
3 38
4 39
5 39
4 39
4 40
5 41
5 42
# New slice
15 23
15 23
15 22
14 21
15 20
14 19
15 18
14 17
15 16
14 15
14 14
15 15
14 16
14 15
15 16
14 15
15 14
14 15
15 14
14 15
# New slice
21 20
21 20
20 19
19 19
18 18
17 17
16 16
15 15
15 15
15 14
16 14
16 15
15 14
14 15
15 14
14 15
14 14
14 14
15 15
15 16
# New slice
0 4
1 4
2 5
3 6
3 7
3 8
4 9
5 10
5 11
4 10
5 9
4 10
5 9
4 9
5 10
5 9
5 9
4 10
4 9
4 10
# New slice
42 31
42 31
41 32
40 33
39 34
38 35
38 35
37 36
36 37
36 37
36 37
35 38
34 39
33 40
32 41
31 42
31 43
30 44
29 45
30 44
# New slice
48 20
47 20
46 21
45 20
44 19
43 18
42 17
41 16
40 15
40 16
39 15
38 14
37 15
36 14
35 15
34 16
33 17
32 18
32 18
32 19
# New slice
34 4
33 5
32 6
31 7
30 8
30 9
29 10
28 11
27 11
26 12
26 13
25 14
24 15
23 16
22 17
21 18
20 17
19 16
18 15
17 14
# New slice
49 46
49 45
48 45
47 44
46 44
45 45
45 45
44 44
43 45
42 44
41 45
41 44
40 45
39 44
38 45
37 44
36 45
36 44
35 45
34 44
# New slice
18 13
17 14
16 15
15 14
14 15
15 14
14 15
15 14
14 15
15 15
14 15
15 14
15 14
15 15
14 15
15 14
16 15
15 14
14 15
15 15
# New slice
3 38
4 39
5 40
4 40
5 41
4 42
4 42
5 43
4 44
4 45
5 44
4 44
5 44
4 44
5 43
4 44
5 44
4 44
5 44
6 44
# New slice
2 42
3 43
4 44
5 44
5 44
5 43
4 44
5 44
4 44
4 43
5 44
4 44
5 44
5 44
4 44
5 44
4 45
5 44
4 44
4 45
# New slice
34 32
33 33
32 33
31 34
30 35
29 36
30 37
29 38
30 39
30 39
29 40
30 41
29 42
28 43
28 44
29 45
30 44
29 45
29 44
30 44
# New slice
4 0
4 1
4 2
5 3
4 4
5 5
4 6
5 7
5 7
5 8
5 8
5 9
5 8
5 8
5 9
4 10
5 10
4 10
5 9
4 10
# New slice
33 1
32 2
31 3
30 3
29 4
28 5
28 6
27 6
26 6
25 7
25 8
24 9
23 10
22 9
21 10
20 11
20 12
19 13
18 14
17 15
# New slice
40 20
40 19
39 18
38 18
37 17
37 17
36 16
35 16
34 17
34 18
33 19
32 19
31 20
31 20
30 19
29 20
28 20
27 19
26 19
25 20
# New slice
13 14
13 14
12 13
11 13
10 12
9 11
8 10
8 10
7 10
6 9
5 10
4 9
5 10
5 9
4 10
5 9
4 10
4 10
5 9
5 10
# New slice
33 46
33 45
32 45
31 44
30 44
29 45
30 44
29 45
29 44
29 43
30 44
29 45
30 44
31 44
30 44
30 45
31 44
30 44
29 45
29 45
# New slice
17 26
16 25
16 24
15 23
14 22
15 21
14 20
15 19
14 18
15 18
14 17
14 17
15 16
14 15
15 14
14 15
15 14
15 15
14 15
15 14
# New slice
49 34
49 35
48 35
47 35
46 36
45 37
44 38
43 39
42 40
41 41
40 42
39 43
38 44
38 44
37 45
36 44
35 44
34 44
34 44
33 45
# New slice
37 11
36 12
35 13
34 13
33 14
33 15
32 16
31 17
31 18
31 18
30 18
30 18
30 18
30 19
29 20
28 20
27 19
27 20
26 19
26 20
# New slice
36 38
35 39
34 40
33 41
32 42
31 43
31 43
30 44
30 45
29 44
30 44
29 45
29 44
30 44
29 45
30 45
29 44
29 43
30 44
30 45
# New slice
9 44
8 43
7 44
6 44
5 44
5 43
5 43
5 44
4 44
